"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Plumbeous Rail","Pardirallus sanguinolentus",,"Dante Buzzetti",2020-02-29,20:35,"Río Pudeyi,Isla Grande de Chiloé,Ancud,Llanquihue,Los Lagos",Chile,-41.9181,-73.995,4,duet,"DCB 803-17 bird-seen:no playback-used:no",,540456,//creativecommons.org/licenses/by-nc-sa/4.0/
"Plumbeous Rail","Pardirallus sanguinolentus",,"Peter Boesman",2018-12-14,21:00,"Torres del Paine, XII Región",Chile,-50.995604,-72.81741,,song,,,450029,//creativecommons.org/licenses/by-nc-nd/4.0/
"Plumbeous Rail","Pardirallus sanguinolentus",,"Peter Boesman",2018-12-06,07:00,"Laguna de Santa Elena, Quillón",Chile,-36.802422,-72.382352,,Call,,,450028,//creativecommons.org/licenses/by-nc-nd/4.0/
"Plumbeous Rail","Pardirallus sanguinolentus",,"Alvaro Jaramillo",2001-07-19,?:?,"Lago Colbun, Talca, VII Regoin",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60076,//creativecommons.org/licenses/by-nc-nd/2.5/
"Plumbeous Rail","Pardirallus sanguinolentus",,"Alvaro Jaramillo",2004-02-03,?:?,"XI Region",Chile,,,?,song,"rpb <a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60075,//creativecommons.org/licenses/by-nc-nd/2.5/
"Plumbeous Rail","Pardirallus sanguinolentus",,"Alvaro Jaramillo",2005-11-13,?:?,"PN Torres del Paine, El Mirador, XII Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60074,//creativecommons.org/licenses/by-nc-nd/2.5/
"Plumbeous Rail","Pardirallus sanguinolentus",landbecki,"Daniel González Amat",2008-08-15,11:30,"Valle del Encanto, IV Región",Chile,,,600," Call","Chilean name: Pidén","Phrygilus fruticeti,Sephanoides sephaniodes,Sicalis luteola",33784,//creativecommons.org/licenses/by-nc-nd/2.5/
"Spot-flanked Gallinule","Porphyriops melanops",,"Daniela Ruiz",2019-07-21,11:00,"Limache, Marga Marga, Región de Valparaíso",Chile,-32.9444,-71.403,40,"call, colective call","registro realizado con Tascam dr-05 en la orilla del estero Limache bird-seen:yes playback-used:no",,488563,//creativecommons.org/licenses/by-nc-nd/4.0/
"Spot-flanked Gallinule","Porphyriops melanops",crassirostris,"Cristian Pinto",2018-12-06,00:30,"Parque Bicentenario de Vitacura, Santiago, Región Metropolitana",Chile,-33.3986,-70.6025,650,song,"I compared the songs and calls with the Bernabé's recordings from Colombia:Bernabe Lopez-Lanus, XC45351. Accesible en www.xeno-canto.org/45351.It seems that crassirostris race sounds like bogotensis race, because with the calls from Argentina are faster than these comparing.bird-seen:no playback-used:no",,444900,//creativecommons.org/licenses/by-nc-sa/4.0/
"Andean Coot","Fulica ardesiaca",,"Fabrice Schmitt",0000-00-00,"8:30 AM","Coya Sur",Chile,-22.3973,-69.5281,?,"alarm call","ad (red frontal shield) with a chick",,102653,//creativecommons.org/licenses/by-nc-nd/2.5/
"Red-gartered Coot","Fulica armillata",,"Peter Boesman",2018-12-14,20:30,"Torres del Paine, XII Región",Chile,-50.995604,-72.81741,,Call,,,449930,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-gartered Coot","Fulica armillata",,"Peter Boesman",2018-12-06,07:00,"Laguna de Santa Elena, Quillón",Chile,-36.802422,-72.382352,,Call,,,449929,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-gartered Coot","Fulica armillata",,"Cristian Pinto",2017-07-22,17:30,"Estero San Sebastián, San Antonio, Región de Valparaíso",Chile,-33.5313,-71.5993,10,call,"bird-seen:yes playback-used:no",,380634,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-gartered Coot","Fulica armillata",,"Daniel González Amat",2010-02-26,18:30,"Las Mellizas Wetland, Los Angeles",Chile,-37.331,-72.401,300,"chick calls","Chick call, Chilean name: Polluelo Tagua ",,45451,//creativecommons.org/licenses/by-nc-nd/2.5/
"Red-gartered Coot","Fulica armillata",,"Daniel González Amat",2010-02-26,18:00,"Las Mellizas Wetland, Los Angeles",Chile,-37.331,-72.401,300,"alarm call","Chilean name: Tagua ",,45449,//creativecommons.org/licenses/by-nc-nd/2.5/
"Red-gartered Coot","Fulica armillata",,"Valentina Villarroel",2013-08-15,11:00,"San Pedro de la Paz, Concepcion, Región Metropolitana",Chile,-36.8486,-73.0855,10,song,"bird-seen:yes",,467466,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-gartered Coot","Fulica armillata",,"Peter Boesman",2018-12-06,06:00,"Laguna de Santa Elena, Quillón",Chile,-36.802422,-72.382352,,Call,,"Phleocryptes melanops",449928,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-gartered Coot","Fulica armillata",,"Peter Boesman",2018-12-06,06:00,"Laguna de Santa Elena, Quillón",Chile,-36.802422,-72.382352,,Call,,,449927,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-gartered Coot","Fulica armillata",,"Cristian Pinto",2017-07-08,18:00,"Estero San Sebastián, San Antonio, Región de Valparaíso",Chile,-33.5313,-71.5993,10,call,"bird-seen:yes playback-used:no",,379093,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-gartered Coot","Fulica armillata",,"Cristian Pinto",2017-07-08,18:00,"Estero San Sebastián, San Antonio, Región de Valparaíso",Chile,-33.5313,-71.5993,10,call,"The bird swam in front of us vocalizing this acoustic signal. I classified this as an alarm call.bird-seen:yes playback-used:no","Agelasticus thilius",379098,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-gartered Coot","Fulica armillata",,"Cristian Pinto",2017-07-08,18:00,"Estero San Sebastián, San Antonio, Región de Valparaíso",Chile,-33.5313,-71.5993,10,call,"bird-seen:yes playback-used:no",,379094,//creativecommons.org/licenses/by-nc-sa/4.0/
"Red-fronted Coot","Fulica rufifrons",,"Peter Boesman",2018-12-06,09:00,"Laguna de Santa Elena, Quillón",Chile,-36.802422,-72.382352,,Call,,,449933,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-fronted Coot","Fulica rufifrons",,"Peter Boesman",2018-12-06,08:30,"Laguna de Santa Elena, Quillón",Chile,-36.802422,-72.382352,,Call,,,449932,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-fronted Coot","Fulica rufifrons",,"Daniel González Amat",2010-02-24,18:30,"Las Mellizas Wetland, Los Angeles",Chile,-37.331,-72.401,300,"alarm call","Chilean name: Polluelo Tagua frente roja",,45453,//creativecommons.org/licenses/by-nc-nd/2.5/
"Red-fronted Coot","Fulica rufifrons",,"Doug Knapp",2007-12-02,07:00,"Wetland Batuco, Batuco, Región Metropolitana",Chile,-33.2428,-70.8234,490,Song?,,,16342,//creativecommons.org/licenses/by-nc-nd/2.5/
"Red-fronted Coot","Fulica rufifrons",,"Peter Boesman",2018-12-06,09:00,"Laguna de Santa Elena, Quillón",Chile,-36.802422,-72.382352,,Call,,,449935,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-fronted Coot","Fulica rufifrons",,"Peter Boesman",2018-12-06,09:00,"Laguna de Santa Elena, Quillón",Chile,-36.802422,-72.382352,,Call,,,449934,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-fronted Coot","Fulica rufifrons",,"Peter Boesman",2018-12-06,06:00,"Laguna de Santa Elena, Quillón",Chile,-36.802422,-72.382352,,Call,,,449931,//creativecommons.org/licenses/by-nc-nd/4.0/
"Red-fronted Coot","Fulica rufifrons",,"Daniel González Amat",2007-04-26,9:30,"Wetland Batuco, Batuco, Región Metropolitana",Chile,-33.2428,-70.8234,500,song,,"Himantopus melanurus",13049,//creativecommons.org/licenses/by-nc-nd/2.5/
"Giant Coot","Fulica gigantea",,"Cristian Pinto",2019-08-03,10:00,"Parinacota, XV Region",Chile,-18.2023,-69.2684,4400,"alarm call, call, female, fighting sound, male, nasal sound","XY Recording bird-seen:yes playback-used:no",,498677,//creativecommons.org/licenses/by-nc-sa/4.0/
"Giant Coot","Fulica gigantea",,"Cristian Pinto",2019-08-03,10:00,"Parinacota, XV Region",Chile,-18.2023,-69.2684,4400,"call, nasal sound","bird-seen:yes playback-used:no",,498676,//creativecommons.org/licenses/by-nc-sa/4.0/
"Giant Coot","Fulica gigantea",,"Cristian Pinto",2019-08-03,10:00,"Parinacota, XV Region",Chile,-18.2023,-69.2684,4400,call,"bird-seen:yes playback-used:no",,498669,//creativecommons.org/licenses/by-nc-sa/4.0/
"Giant Coot","Fulica gigantea",,"Cristian Pinto",2019-08-03,10:00,"Parinacota, XV Region",Chile,-18.2023,-69.2684,4400,call,"bird-seen:yes playback-used:no",,498668,//creativecommons.org/licenses/by-nc-sa/4.0/
"Giant Coot","Fulica gigantea",,"Cristian Pinto",2019-08-03,10:00,"Parinacota, XV Region",Chile,-18.2023,-69.2684,4400,call,"bird-seen:yes playback-used:no",,498667,//creativecommons.org/licenses/by-nc-sa/4.0/
"Giant Coot","Fulica gigantea",,"Cristian Pinto",2019-08-03,08:00,"Parinacota, XV Region",Chile,-18.2023,-69.2684,4400,"Territory Call, call","bird-seen:yes playback-used:no",,498323,//creativecommons.org/licenses/by-nc-sa/4.0/
"Giant Coot","Fulica gigantea",,"Cristian Pinto",2019-08-03,08:00,"Parinacota, XV Region",Chile,-18.2023,-69.2684,4400,"Territory Call, call","bird-seen:yes playback-used:no",,498322,//creativecommons.org/licenses/by-nc-sa/4.0/
"Giant Coot","Fulica gigantea",,"Ross Gallardy",2015-04-29,10:00,"Lago Chungara, PN Lauca, XV Region",Chile,-18.2501,-69.1742,4600,call,"bird-seen:yes playback-used:no",,296160,//creativecommons.org/licenses/by-nc-sa/4.0/
"Giant Coot","Fulica gigantea",,"Andrew Spencer",2011-11-20,08:30,"Parinacota, Parque Nacional Lauca, XV Region",Chile,-18.209,-69.273,4400,call,"calls from a pair of birds, one on the nest (giving the explosive grunts), and the other nearby.  The high-pitched calls throughout the cut are from older juvenile birds associating with the calling pair.",,90521,//creativecommons.org/licenses/by-nc-nd/2.5/
"Giant Coot","Fulica gigantea",,"Andrew Spencer",2011-11-20,08:30,"Parinacota, Parque Nacional Lauca, XV Region",Chile,-18.209,-69.273,4400,call,"calls from one of a pair near a nest.",,90520,//creativecommons.org/licenses/by-nc-nd/2.5/
"Giant Coot","Fulica gigantea",,"Guillermo Egli",1978-09-00,?:?,"PN Lauca-Lago Chungara, I Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,53867,//creativecommons.org/licenses/by-nc-nd/2.5/
"Giant Coot","Fulica gigantea",,"Joseph Tobias and Nathalie Seddon",2005-10-12,07:22,"Parinacota, Lauca NP, CH",Chile,,,4400,call,"Habitat: Lake. Weather: Clear, sunny. Distance to observer: 40m. Id-ed by: Sight. Sex of main vocalizer: M. Number vocalizing: 1.",,73582,//creativecommons.org/licenses/by-nc-sa/3.0/
"Giant Coot","Fulica gigantea",,"Joseph Tobias and Nathalie Seddon",2005-10-12,07:20,"Parinacota, Lauca NP, CH",Chile,,,4400,call,"Habitat: Lake. Weather: Clear, sunny. Distance to observer: 30 to 50m. Id-ed by: Sight. Sex of main vocalizer: ?. Number vocalizing: 3.",,73581,//creativecommons.org/licenses/by-nc-sa/3.0/
"Giant Coot","Fulica gigantea",,"Joseph Tobias and Nathalie Seddon",2005-10-12,07:05,"Parinacota, Lauca NP, CH",Chile,,,4400,call,"Habitat: Lake. Weather: Clear, sunny. Distance to observer: 40m. Id-ed by: Sight. Sex of main vocalizer: ?. Number vocalizing: 1.",,73580,//creativecommons.org/licenses/by-nc-sa/3.0/
"Giant Coot","Fulica gigantea",,"Alvaro Jaramillo",2001-07-30,?:?,"Lago Chungara, PN Lauca, XV Region",Chile,-18.2501,-69.1742,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,59900,//creativecommons.org/licenses/by-nc-nd/2.5/
"Horned Coot","Fulica cornuta",,"A. Bennett Hennessey",1997-11-22,18:20,Calama,Chile,-22.45,-68.917,2250,call,"A bird on the nest.  At 4000 m at Laguna Meñique near Calama.  LNS #87699. cd:http://www.birdsongs.com/Bolivia/main.htm",,3033,//creativecommons.org/licenses/by-nc-nd/2.5/
"Horned Coot","Fulica cornuta",,"Carlos Silva-Quintas",2010-03-28,08:46:04,"Vegas de Quipiaco, Atacama Salt",Chile,-23.081,-67.6,4.800,call,,,87186,//creativecommons.org/licenses/by-nc-nd/2.5/
"Horned Coot","Fulica cornuta",,"Alvaro Jaramillo",1997-11-22,?:?,"Laguna Menique, II Region",Chile,-23.7592,-67.7948,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,59901,//creativecommons.org/licenses/by-nc-nd/2.5/
"Magellanic Plover","Pluvianellus socialis",,"Andrew Spencer",2011-10-26,07:30,"Laguna Verde, Porvenir, XII Region",Chile,-53.162,-70.395,30,call,"natural vocalization; calls from a single bird along the shore of a large lake.",,89243,//creativecommons.org/licenses/by-nc-nd/2.5/
"Magellanic Plover","Pluvianellus socialis",,"Peter Boesman",2018-12-11,14:30,"Laguna Verde, Porvenir, XII Región",Chile,-53.203588,-70.298822,,Call,"Call when taking off",,450072,//creativecommons.org/licenses/by-nc-nd/4.0/
"Magellanic Oystercatcher","Haematopus leucopodus",,"Peter Boesman",2018-12-12,10:00,"San Gregorio region, XII Región",Chile,-52.407648,-69.570602,,Call,,,449963,//creativecommons.org/licenses/by-nc-nd/4.0/
"Magellanic Oystercatcher","Haematopus leucopodus",,"Andrew Spencer",2012-11-15,06:30,"PN Torres del Paine, XII Region",Chile,-51.029,-72.782,160,call,"calls from an older chick in hand.bird-seen:yes playback-used:no",,116042,//creativecommons.org/licenses/by-nc-sa/3.0/
"Magellanic Oystercatcher","Haematopus leucopodus",,"Andrew Spencer",2011-10-26,16:45,"Estancia San Gregorio, XII Region",Chile,-52.5709,-70.087,0,call,"natural vocalization; calls from one of a pair of birds.",,89449,//creativecommons.org/licenses/by-nc-nd/2.5/
"Magellanic Oystercatcher","Haematopus leucopodus",,"Andrew Spencer",2011-10-26,16:45,"Estancia San Gregorio, XII Region",Chile,-52.5709,-70.087,0,call,"natural vocalization; calls from one of a pair of birds.",,89448,//creativecommons.org/licenses/by-nc-nd/2.5/
"Magellanic Oystercatcher","Haematopus leucopodus",,"Andrew Spencer",2011-10-26,07:40,"Laguna Verde, Porvenir, XII Region",Chile,-53.162,-70.3948,60,call,"natural vocalization; calls from one of a pair of birds.",,89447,//creativecommons.org/licenses/by-nc-nd/2.5/
"Magellanic Oystercatcher","Haematopus leucopodus",,"Alvaro Jaramillo",2002-11-08,?:?,"El Porvenir, Tierra del Fuego, XI Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60036,//creativecommons.org/licenses/by-nc-nd/2.5/
"Magellanic Oystercatcher","Haematopus leucopodus",,"Jacob Socolar",2010-01-16,?,"Punta Gusano, Puerto Williams",Chile,-54.913,-67.59,0,Call,,,43065,//creativecommons.org/licenses/by-nc-nd/2.5/
"Magellanic Oystercatcher","Haematopus leucopodus",,"Peter Boesman",2018-12-12,10:00,"San Gregorio region, XII Región",Chile,-52.407648,-69.570602,,Call,,,449965,//creativecommons.org/licenses/by-nc-nd/4.0/
"Magellanic Oystercatcher","Haematopus leucopodus",,"Peter Boesman",2018-12-12,10:00,"San Gregorio region, XII Región",Chile,-52.407648,-69.570602,,Call,"Calls when chasing Kelp Gull",,449964,//creativecommons.org/licenses/by-nc-nd/4.0/
"Magellanic Oystercatcher","Haematopus leucopodus",,"Peter Boesman",2018-12-11,13:30,"Laguna Verde, Porvenir, XII Región",Chile,-53.203588,-70.298822,,Call,,,449962,//creativecommons.org/licenses/by-nc-nd/4.0/
"Magellanic Oystercatcher","Haematopus leucopodus",,"Peter Boesman",2018-12-11,13:30,"Laguna Verde, Porvenir, XII Región",Chile,-53.203588,-70.298822,,Call,,,449961,//creativecommons.org/licenses/by-nc-nd/4.0/
"Blackish Oystercatcher","Haematopus ater",,"Cristian Pinto",2020-01-06,07:00,"Isla Chungungo",Chile,-29.412,-71.3572,30,"Flight calls, adult, call, female, fight calls, flight call, male, sex uncertain","ID recognition through field experience.bird-seen:no playback-used:no",,520160,//creativecommons.org/licenses/by-nc-sa/4.0/
"Blackish Oystercatcher","Haematopus ater",,"Cristian Pinto",2020-01-06,06:12,"Isla Chungungo",Chile,-29.412,-71.3572,30,"Duet calls, adult, call, female, male, sex uncertain, song","ID recognition through field experience.bird-seen:no playback-used:no",,520159,//creativecommons.org/licenses/by-nc-sa/4.0/
"Blackish Oystercatcher","Haematopus ater",,"Cristian Pinto",2020-01-05,20:30,"Isla Chungungo",Chile,-29.412,-71.3572,30,"Adult calls, adult, begging call, call, duet, sex uncertain, song","ID recognition through field experience bird-seen:no playback-used:no",,520145,//creativecommons.org/licenses/by-nc-sa/4.0/
"Blackish Oystercatcher","Haematopus ater",,"Fabrice Schmitt",0000-00-00,"11:00 AM","Caleta Chanaral",Chile,-29.0684,-71.4842,?,"call, song","without playback",,102679,//creativecommons.org/licenses/by-nc-nd/2.5/
"Blackish Oystercatcher","Haematopus ater",,"Fabrice Schmitt",0000-00-00,"5:00 PM","Punta Choros",Chile,-29.2492,-71.4359,?,call,"without playback",,102678,//creativecommons.org/licenses/by-nc-nd/2.5/
"Blackish Oystercatcher","Haematopus ater",,"Jacob Socolar",2010-01-16,?,"Punta Gusano, Puerto Williams",Chile,-54.913,-67.59,0,Call,"pair near pre-flight chick",,43007,//creativecommons.org/licenses/by-nc-nd/2.5/
"Blackish Oystercatcher","Haematopus ater",,"Jacob Socolar",2010-01-16,?,"Punta Gusano, Puerto Williams",Chile,-54.913,-67.59,0,"call, song","Flight Call, Flight Song, Perched Call, Perched Song",,43006,//creativecommons.org/licenses/by-nc-nd/2.5/
"Blackish Oystercatcher","Haematopus ater",,"Peter Boesman",2018-12-04,17:00,"Puñihuil, Chiloé, X Región",Chile,-41.932908,-74.050047,,Call,,,449960,//creativecommons.org/licenses/by-nc-nd/4.0/
"Blackish Oystercatcher","Haematopus ater",,"Peter Boesman",2018-12-04,17:00,"Puñihuil, Chiloé, X Región",Chile,-41.932908,-74.050047,,Call,,,449959,//creativecommons.org/licenses/by-nc-nd/4.0/
"Blackish Oystercatcher","Haematopus ater",,"Andrew Spencer",2010-02-05,10:50,"Islotes de Puñihuil, X Region",Chile,-41.925462,-74.040728,0,call,"long display call series and short calls from a trio of birds","Chloephaga hybrida",44292,//creativecommons.org/licenses/by-nc-nd/2.5/
"Blackish Oystercatcher","Haematopus ater",,"Jacob Socolar",2010-01-16,?,"Punta Gusano, Puerto Williams",Chile,-54.913,-67.59,0,Call,,,43008,//creativecommons.org/licenses/by-nc-nd/2.5/
"Blackish Oystercatcher","Haematopus ater",,"Alvaro Jaramillo",1999-11-01,?:?,"Arica-Hotel Arica, I Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60035,//creativecommons.org/licenses/by-nc-nd/2.5/
"American Oystercatcher","Haematopus palliatus",,"Cristian Pinto",2019-08-04,16:00,"Playa Las Machas, Arica, Región de Arica y Parinacota",Chile,-18.4283,-70.3136,10,"Collective Calls, call","bird-seen:yes playback-used:no",,498345,//creativecommons.org/licenses/by-nc-sa/4.0/
